year_id,age,sex_id,dept_sum,nat_pop,diff,diff_pct,flag_diff
1996,87,8532,5623,5623,0,0,FALSE
1996,88,8507,2954,2954,0,0,FALSE
1996,88,8532,4729,4729,0,0,FALSE
1996,89,8507,2377,2377,0,0,FALSE
1996,89,8532,3905,3905,0,0,FALSE
1996,90,8507,1874,1874,0,0,FALSE
1996,90,8532,3168,3168,0,0,FALSE
1996,91,8507,1472,1472,0,0,FALSE
1996,91,8532,2570,2570,0,0,FALSE
1996,92,8507,1131,1131,0,0,FALSE
1996,92,8532,2034,2034,0,0,FALSE
1996,93,8507,852,852,0,0,FALSE
1996,93,8532,1577,1577,0,0,FALSE
1996,94,8507,622,622,0,0,FALSE
1996,94,8532,1193,1193,0,0,FALSE
1996,95,8507,447,447,0,0,FALSE
1996,95,8532,879,879,0,0,FALSE
1996,96,8507,321,321,0,0,FALSE
1996,96,8532,646,646,0,0,FALSE
1996,97,8507,227,227,0,0,FALSE
1996,97,8532,471,471,0,0,FALSE
1996,98,8507,158,158,0,0,FALSE
1996,98,8532,331,331,0,0,FALSE
1996,99,8507,107,107,0,0,FALSE
1996,99,8532,227,227,0,0,FALSE
1996,100,8507,69,69,0,0,FALSE
1996,100,8532,151,151,0,0,FALSE
1996,101,8507,44,44,0,0,FALSE
1996,101,8532,98,98,0,0,FALSE
1996,102,8507,25,25,0,0,FALSE
1996,102,8532,61,61,0,0,FALSE
1996,103,8507,13,13,0,0,FALSE
1996,103,8532,39,39,0,0,FALSE
1996,104,8507,8,8,0,0,FALSE
1996,104,8532,21,21,0,0,FALSE
1996,105,8507,1,1,0,0,FALSE
1996,105,8532,11,11,0,0,FALSE
1996,106,8507,1,1,0,0,FALSE
1996,106,8532,4,4,0,0,FALSE
1996,107,8507,0,0,0,,FALSE
1996,107,8532,1,1,0,0,FALSE
1996,108,8507,0,0,0,,FALSE
1996,108,8532,0,0,0,,FALSE
1996,109,8507,0,0,0,,FALSE
1996,109,8532,0,0,0,,FALSE
1996,110,8507,0,0,0,,FALSE
1996,110,8532,0,0,0,,FALSE
